#;Tipo;Situação;Título;Qual o tipo do produto? ;Texto da busca;Qual foi a data da coleta?;Marketplace;Fabricante;Modelo do Produto;Valor;Existe campo código SCH?;Código SCH foi fornecido?;Qual código SCH fornecido?;Código SCH é o do produto?;Código EAN foi fornecido?;Qual código EAN fornecido?;Código EAN é o do produto?;Produto do anúncio homologado?
151362;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000342;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Motorola;G100 5G Dual SIM;1699,00;Sim;Sim;178742000330;Sim;Não;0;Não é possível afirmar;Sim
151361;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000341;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;M55;1903,32;Sim;Sim;228762300953;Sim;Não;0;Não é possível afirmar;Sim
151360;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000340;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;A03 Dual SIM;873,53;Sim;Sim;152882100953;Sim;Não;0;Não é possível afirmar;Sim
151359;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000339;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Tecno;20;947,00;Sim;Sim;233792313713;Sim;Não;0;Não é possível afirmar;Sim
151358;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000338;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;A30 Duos;1004,85;Sim;Sim;006801900953;Sim;Não;0;Não é possível afirmar;Sim
151357;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000337;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Xiaomi;7;670,00;Sim;Sim;021171909185;Sim;Não;0;Não é possível afirmar;Sim
151356;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000336;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Xiaomi;Redmi 13 C;959,00;Sim;Sim;175342314550;Sim;Sim;6941812757192;Não;Não
151355;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000335;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Multilaser;G Max;898,20;Sim;Sim;051671903111;Sim;Não;0;Não é possível afirmar;Sim
151354;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000334;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Alcatel;Pixi 4;134,91;Sim;Sim;029861305404;Sim;Não;0;Não é possível afirmar;Sim
151353;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000333;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Xaiomi;A3;639,71;Sim;Sim;049901909185;Sim;Não;0;Não é possível afirmar;Sim
151352;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000332;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;A02 Dual SIM;808,00;Sim;Sim;184972000953;Sim;Não;0;Não é possível afirmar;Sim
151351;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000331;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Motorola;G7 Dual SIM;411,75;Sim;Sim;075961800330;Sim;Não;0;Não é possível afirmar;Sim
151350;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000330;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;A05;815,00;Sim;Sim;139722300953;Sim;Não;0;Não é possível afirmar;Sim
151349;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000329;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;LG;K8+ X120BMW;359,77;Sim;Sim;031501901003;Sim;Não;0;Não é possível afirmar;Sim
151348;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000328;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Tecno;Go (2024);765,00;Sim;Sim;233922313713;Sim;Não;0;Não é possível afirmar;Sim
151347;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000327;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Realme;12 Pro Plus;3299,00;Sim;Sim;206152313366;Sim;Não;0;Não é possível afirmar;Sim
151346;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000326;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Xiaomi;note 13;1599,90;Sim;Sim;221962314550;Sim;Não;0;Não é possível afirmar;Sim
151345;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000325;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;Galaxy S21 128GB;1000,09;Sim;Sim;167602000953;Não;Não;0;Não é possível afirmar;Não
151344;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000324;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Tecno;20;874,00;Sim;Sim;233792313713;Sim;Não;0;Não é possível afirmar;Sim
151343;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000323;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Motorola;Z3 Play Dual SIM;1047,50;Sim;Sim;021171800330;Sim;Não;0;Não é possível afirmar;Sim
151342;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000322;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;Galaxy s22;1681,66;Sim;Sim;162182100953;Sim;Não;0;Não é possível afirmar;Sim
151341;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000321;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Positivo;4 Fit S509N;449,00;Sim;Sim;154282003589;Sim;Não;0;Não é possível afirmar;Sim
151340;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000320;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Tecno;7;649,99;Sim;Sim;051042313713;Sim;Não;0;Não é possível afirmar;Sim
151339;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000319;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Motorola;G53;939,00;Sim;Sim;174092200330;Sim;Não;0;Não é possível afirmar;Sim
151338;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000318;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Multi;P9219;367,90;Sim;Sim;121522203111;Sim;Não;0;Não é possível afirmar;Sim
151337;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000317;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;A14;1249,99;Sim;Sim;208152200953;Sim;Não;0;Não é possível afirmar;Sim
151336;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000316;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;A03s;740,05;Sim;Sim;171892200953;Sim;Não;0;Não é possível afirmar;Sim
151335;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000315;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Xiaomi;Poco X6 5G;1425,00;Sim;Sim;217652209185;Não;Não;0;Não é possível afirmar;Não
151334;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000314;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Mi;12;1015,00;Sim;Sim;005372209185;Sim;Não;0;Não é possível afirmar;Sim
151333;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000313;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;J5 Duos;548,00;Sim;Sim;017161500953;Sim;Não;0;Não é possível afirmar;Sim
151332;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000312;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Redmi;Redmi 13C;1245,00;Sim;Sim;175342314550;Sim;Não;0;Não é possível afirmar;Sim
151331;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000311;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Realme;Note 50 Novo 2024;959,90;Sim;Sim;002722413366;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
151330;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000310;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Motorola;G34;919,00;Sim;Sim;203412300330;Sim;Não;0;Não é possível afirmar;Sim
151329;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000309;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Motorola;G10 Dual SIM;630,00;Sim;Sim;178242000330;Sim;Não;0;Não é possível afirmar;Sim
151328;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000308;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;A02 Dual SIM;440,10;Sim;Sim;184972000953;Sim;Não;0;Não é possível afirmar;Sim
151327;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000307;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;J5 Prime Duos;94,00;Sim;Sim;040761600953;Sim;Não;0;Não é possível afirmar;Sim
151326;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000306;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Motorola;E5 Dual SIM;265,98;Sim;Sim;006691800330;Sim;Não;0;Não é possível afirmar;Sim
151325;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000305;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Motorola;Moto C Plus;299,90;Sim;Sim;015081700330;Sim;Não;0;Não é possível afirmar;Sim
151324;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000304;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;S21+ 5G Dual SIM;-1,00;Sim;Sim;167592000953;Sim;Não;0;Não é possível afirmar;Sim
151323;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000303;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Samsung;A10s;559,00;Sim;Sim;049861900953;Sim;Não;0;Não é possível afirmar;Sim
151322;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000302;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Apple;7;649,00;Sim;Sim;032671601993;Sim;Não;0;Não é possível afirmar;Sim
151321;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000301;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Nokia;C01;549,00;Sim;Sim;038952113411;Sim;Não;0;Não é possível afirmar;Sim
151320;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000300;Celulares e Smartphones;smartphone;11/07/2024;Mercado Livre;Motorola;G31 Dual SIM;915,00;Sim;Sim;112462100330;Sim;Não;0;Não é possível afirmar;Sim
151319;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000299;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;Galaxy A51;2429,10;Sim;Sim;083181900953;Sim;Não;0;Não é possível afirmar;Sim
151318;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000298;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Xiaomi;Redmi 13 C;-1,00;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Sim
151317;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000297;Outros;smartphone;11/07/2024;Magazine Luiza;Samsung;Fit3;2248,20;Sim;Sim;198302301739;Sim;Não;0;Não é possível afirmar;Sim
151316;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000296;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Xiaomi;Redmi 12C;929,99;Sim;Sim;217622209185;Sim;Não;0;Não é possível afirmar;Sim
151315;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000295;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;Galaxy A14;-1,00;Sim;Sim;208152200953;Sim;Não;0;Não é possível afirmar;Sim
151314;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000294;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;S24;4049,10;Sim;Sim;203902300953;Sim;Não;0;Não é possível afirmar;Sim
151313;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000293;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;Galaxy J6;749,00;Sim;Sim;023611800953;Sim;Não;0;Não é possível afirmar;Sim
151312;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000292;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Apple;iPhone 15 Pro Max;10619,10;Sim;Sim;127822301993;Sim;Não;0;Não é possível afirmar;Sim
151311;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000291;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;G04;699,00;Sim;Sim;206672300330;Não;Não;0;Não é possível afirmar;Sim
151310;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000290;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;Galaxy S20 +;4319,99;Sim;Sim;096731900953;Sim;Não;0;Não é possível afirmar;Sim
151309;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000289;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;Moto E13;1500,00;Sim;Sim;182272200330;Sim;Não;0;Não é possível afirmar;Sim
151308;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000288;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;Galaxy A05;719,10;Sim;Sim;139722300953;Sim;Não;0;Não é possível afirmar;Sim
151307;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000287;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Multilaser;Up Play;325,95;Sim;Sim;032241803111;Sim;Não;0;Não é possível afirmar;Sim
151306;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000286;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Realme;Note 50;809,99;Sim;Sim;217672213366;Não;Não;0;Não é possível afirmar;Sim
151305;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000285;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Asus;Rog Phone 6;4499,10;Sim;Sim;111522203109;Sim;Não;0;Não é possível afirmar;Sim
151304;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000284;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Xiaomi;Redmi 12 ;1274,00;Sim;Sim;107282309187;Não;Não;0;Não é possível afirmar;Sim
151303;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000283;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;S20+;2699,99;Sim;Sim;096731900953;Sim;Não;0;Não é possível afirmar;Sim
151302;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000282;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;G60s;1799,10;Sim;Sim;070172100330;Sim;Não;0;Não é possível afirmar;Sim
151301;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000281;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Positivo;S650 Twist 5 Max;449,10;Sim;Sim;216222203589;Sim;Não;0;Não é possível afirmar;Sim
151300;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000280;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;Moto G54;1249,99;Sim;Sim;117032300330;Sim;Não;0;Não é possível afirmar;Sim
151299;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000279;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;Moto Edge 40;2549,00;Sim;Sim;44652300330;Sim;Não;0;Não é possível afirmar;Sim
151298;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000278;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;Fusion;2699,10;Sim;Sim;033452400330;Sim;Não;0;Não é possível afirmar;Sim
151297;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000277;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Realme;Realme C65;1499,90;Sim;Sim;027862413366;Sim;Não;0;Não é possível afirmar;Sim
151296;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000276;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Apple;iPhone 15 Pro Max;9269,10;Sim;Sim;127822301993;Sim;Não;0;Não é possível afirmar;Sim
151295;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000275;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Multilaser;E Pro;299,00;Sim;Sim;047442103111;Sim;Não;0;Não é possível afirmar;Sim
151294;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000274;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;Galaxy A25;1371,16;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Sim
151293;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000273;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;Moto G34;899,90;Sim;Sim;203412300330;Sim;Não;0;Não é possível afirmar;Sim
151292;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000272;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;G32;989,10;Sim;Sim;067902200330;Sim;Não;0;Não é possível afirmar;Sim
151291;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000271;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;OPPO;A58;1349,10;Sim;Sim;003162414862;Sim;Não;0;Não é possível afirmar;Sim
151290;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000270;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Tecno;Pova 5;1324,79;Sim;Sim;112112213713;Não;Não;0;Não é possível afirmar;Sim
151289;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000269;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;Galaxy S24 Plus;6389,10;Sim;Sim;203882300953;Sim;Não;0;Não é possível afirmar;Sim
151288;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000268;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Realme;Realme 12 Pro Plus;3329,90;Sim;Sim;206152313366;Sim;Não;0;Não é possível afirmar;Sim
151287;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000267;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Xiaomi;Redmi 13C;1409,00;Sim;Sim;175342314550;Sim;Não;0;Não é possível afirmar;Sim
151286;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000266;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Positivo;Twist 4 Pro;431,10;Sim;Sim;179182003589;Sim;Não;0;Não é possível afirmar;Sim
151285;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000265;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;G60s;1799,10;Sim;Sim;070172100330;Sim;Não;0;Não é possível afirmar;Sim
151284;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000264;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;LG;K61;1169,99;Sim;Sim;054001901003;Não;Não;0;Não é possível afirmar;Sim
151283;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000263;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Xiaomi;Redmi 12;1426,00;Sim;Sim;107282309185;Sim;Não;0;Não é possível afirmar;Sim
151282;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000262;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;Moto E13;679,00;Sim;Sim;182272200330;Sim;Não;0;Não é possível afirmar;Sim
151281;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000261;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;S24;4409,10;Sim;Sim;203902300953;Sim;Não;0;Não é possível afirmar;Sim
151280;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000260;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Xiaomi;Note 13 Pro;-1,00;Sim;Sim;175412314550;Sim;Não;0;Não é possível afirmar;Sim
151279;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000259;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;Note 20 Ultra;7199,10;Sim;Sim;085712000953;Sim;Não;0;Não é possível afirmar;Sim
151278;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000258;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;Moto G24 Power;707,39;Sim;Sim;032192400330;Não;Não;0;Não é possível afirmar;Não
151277;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000257;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Motorola;Moto G20;899,10;Sim;Sim;017092100330;Sim;Não;0;Não é possível afirmar;Sim
151276;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000256;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;M55;1844,10;Sim;Sim;228762300953;Sim;Não;0;Não é possível afirmar;Sim
151275;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000255;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Multilaser;Up Play;293,99;Sim;Sim;032241803111;Sim;Não;0;Não é possível afirmar;Sim
151274;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000254;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Xiaomi;Poco X5;-1,00;Sim;Sim;217652209185;Sim;Não;0;Não é possível afirmar;Sim
151273;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000253;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Xiaomi;Redmi 13C;1465,00;Sim;Sim;175342314550;Sim;Não;0;Não é possível afirmar;Sim
151272;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000252;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;A15;809,10;Sim;Sim;198252300953;Sim;Não;0;Não é possível afirmar;Sim
151271;Fiscalização de Marketplace;Concluída;INSP_PACP_20240711_000251;Celulares e Smartphones;smartphone;11/07/2024;Magazine Luiza;Samsung;S23 FE;3239,10;Sim;Sim;139732300953;Sim;Não;0;Não é possível afirmar;Sim
